HeartRate,Variance,Label
57.9151,1.696927,Positive
61.2245,4.027127,Negative
59.5238,0.09369114,Positive
57.2519,3.864413,Positive
57.9151,1.696927,Positive
59.5238,0.09369114,Positive
58.5938,0.3893379,Positive
57.2519,3.864413,Positive
58.8235,0.1553858,Positive
60.241,1.047029,Negative
59.2885,0.005015205,Positive
57.9151,1.696927,Positive
57.4713,3.050105,Positive
58.5938,0.3893379,Positive
59.5238,0.09369114,Positive
58.8235,0.1553858,Positive
58.3658,0.725837,Positive
58.5938,0.3893379,Positive
59.0551,0.02643919,Positive
59.5238,0.09369114,Positive
58.5938,0.3893379,Positive
58.8235,0.1553858,Positive
59.761,0.2951062,Positive
58.5938,0.3893379,Positive
56.6038,6.832713,Positive
55.5556,13.41144,Positive
56.6038,6.832713,Positive
57.4713,3.050105,Positive
56.391,7.99047,Positive
55.7621,11.94143,Positive
56.391,7.99047,Positive
56.391,7.99047,Positive
55.3506,14.95497,Positive
53.7634,29.74915,Positive
54.3478,23.71586,Positive
56.1798,9.229105,Positive
56.1798,9.229105,Positive
55.7621,11.94143,Positive
56.6038,6.832713,Positive
56.6038,6.832713,Positive
55.3506,14.95497,Positive
54.3478,23.71586,Positive
54.7445,20.00946,Positive
55.5556,13.41144,Positive
55.5556,13.41144,Positive
55.9701,10.54671,Positive
56.1798,9.229105,Positive
55.9701,10.54671,Positive
54.9451,18.25566,Positive
55.5556,13.41144,Positive
57.6923,2.326881,Positive
57.9151,1.696927,Positive
56.391,7.99047,Positive
55.5556,13.41144,Positive
55.1471,16.57028,Positive
54.1516,25.66532,Positive
53.9568,27.67691,Positive
56.6038,6.832713,Positive
59.761,0.2951062,Positive
61.2245,4.027127,Negative
60.4839,1.60314,Negative
57.2519,3.864413,Positive
56.6038,6.832713,Positive
56.8182,5.757781,Positive
54.9451,18.25566,Positive
53.3808,34.06983,Positive
53.9568,27.67691,Positive
55.3506,14.95497,Positive
55.9701,10.54671,Positive
56.391,7.99047,Positive
57.6923,2.326881,Positive
58.5938,0.3893379,Positive
56.391,7.99047,Positive
53.5714,31.8806,Positive
53.9568,27.67691,Positive
55.5556,13.41144,Positive
55.1471,16.57028,Positive
55.1471,16.57028,Positive
56.8182,5.757781,Positive
58.5938,0.3893379,Positive
58.5938,0.3893379,Positive
58.1395,1.162482,Positive
57.2519,3.864413,Positive
57.0342,4.767667,Positive
56.391,7.99047,Positive
54.9451,18.25566,Positive
55.7621,11.94143,Positive
57.2519,3.864413,Positive
57.6923,2.326881,Positive
57.9151,1.696927,Positive
58.3658,0.725837,Positive
56.391,7.99047,Positive
53.7634,29.74915,Positive
53.7634,29.74915,Positive
54.3478,23.71586,Positive
54.5455,21.83006,Positive
55.3506,14.95497,Positive
57.2519,3.864413,Positive
56.8182,5.757781,Positive
54.7445,20.00946,Positive
55.5556,13.41144,Positive
55.9701,10.54671,Positive
54.7445,20.00946,Positive
56.1798,9.229105,Positive
58.3658,0.725837,Positive
58.3658,0.725837,Positive
57.2519,3.864413,Positive
57.0342,4.767667,Positive
57.0342,4.767667,Positive
55.9701,10.54671,Positive
55.3506,14.95497,Positive
56.1798,9.229105,Positive
56.6038,6.832713,Positive
54.9451,18.25566,Positive
55.1471,16.57028,Positive
56.1798,9.229105,Positive
56.8182,5.757781,Positive
57.9151,1.696927,Positive
58.1395,1.162482,Positive
57.2519,3.864413,Positive
56.391,7.99047,Positive
57.0342,4.767667,Positive
56.8182,5.757781,Positive
55.3506,14.95497,Positive
54.5455,21.83006,Positive
56.1798,9.229105,Positive
56.6038,6.832713,Positive
55.3506,14.95497,Positive
55.3506,14.95497,Positive
56.391,7.99047,Positive
55.7621,11.94143,Positive
54.1516,25.66532,Positive
54.7445,20.00946,Positive
55.3506,14.95497,Positive
54.9451,18.25566,Positive
55.3506,14.95497,Positive
58.8235,0.1553858,Positive
62.2407,9.138193,Negative
63.8298,21.27117,Negative
62.7615,12.55843,Negative
60.7287,2.283198,Negative
60.241,1.047029,Negative
59.0551,0.02643919,Positive
57.2519,3.864413,Positive
57.2519,3.864413,Positive
60.241,1.047029,Negative
63.2911,16.59275,Negative
64.3777,26.62522,Negative
61.9835,7.649382,Negative
58.8235,0.1553858,Positive
58.5938,0.3893379,Positive
60.241,1.047029,Negative
60.4839,1.60314,Negative
59.5238,0.09369114,Positive
59.2885,0.005015205,Positive
59.761,0.2951062,Positive
60.7287,2.283198,Negative
60,0.6119629,Positive
58.1395,1.162482,Positive
57.6923,2.326881,Positive
58.3658,0.725837,Positive
57.6923,2.326881,Positive
56.1798,9.229105,Positive
55.9701,10.54671,Positive
58.1395,1.162482,Positive
60,0.6119629,Positive
60,0.6119629,Positive
60.4839,1.60314,Negative
60.9756,3.090178,Negative
61.2245,4.027127,Negative
61.4754,5.097166,Negative
61.4754,5.097166,Negative
61.7284,6.303492,Negative
61.4754,5.097166,Negative
59.0551,0.02643919,Positive
57.4713,3.050105,Positive
58.3658,0.725837,Positive
58.5938,0.3893379,Positive
58.5938,0.3893379,Positive
60,0.6119629,Positive
61.4754,5.097166,Negative
60.9756,3.090178,Negative
59.2885,0.005015205,Positive
59.0551,0.02643919,Positive
60,0.6119629,Positive
59.5238,0.09369114,Positive
57.4713,3.050105,Positive
55.7621,11.94143,Positive
56.391,7.99047,Positive
56.6038,6.832713,Positive
55.1471,16.57028,Positive
55.7621,11.94143,Positive
57.0342,4.767667,Positive
58.3658,0.725837,Positive
59.2885,0.005015205,Positive
59.761,0.2951062,Positive
59.2885,0.005015205,Positive
57.0342,4.767667,Positive
56.8182,5.757781,Positive
58.1395,1.162482,Positive
59.5238,0.09369114,Positive
60.4839,1.60314,Negative
60,0.6119629,Positive
59.5238,0.09369114,Positive
58.1395,1.162482,Positive
55.1471,16.57028,Positive
54.1516,25.66532,Positive
55.9701,10.54671,Positive
57.0342,4.767667,Positive
56.6038,6.832713,Positive
57.6923,2.326881,Positive
57.9151,1.696927,Positive
55.1471,16.57028,Positive
53.3808,34.06983,Positive
54.1516,25.66532,Positive
55.3506,14.95497,Positive
55.5556,13.41144,Positive
56.391,7.99047,Positive
57.2519,3.864413,Positive
56.391,7.99047,Positive
55.7621,11.94143,Positive
56.6038,6.832713,Positive
57.0342,4.767667,Positive
56.6038,6.832713,Positive
55.9701,10.54671,Positive
56.8182,5.757781,Positive
58.3658,0.725837,Positive
58.8235,0.1553858,Positive
58.5938,0.3893379,Positive
56.8182,5.757781,Positive
56.391,7.99047,Positive
56.391,7.99047,Positive
55.1471,16.57028,Positive
53.9568,27.67691,Positive
55.5556,13.41144,Positive
57.9151,1.696927,Positive
57.6923,2.326881,Positive
56.8182,5.757781,Positive
56.1798,9.229105,Positive
57.2519,3.864413,Positive
57.0342,4.767667,Positive
54.9451,18.25566,Positive
53.9568,27.67691,Positive
55.9701,10.54671,Positive
58.3658,0.725837,Positive
59.0551,0.02643919,Positive
58.5938,0.3893379,Positive
57.9151,1.696927,Positive
58.8235,0.1553858,Positive
58.1395,1.162482,Positive
55.5556,13.41144,Positive
54.9451,18.25566,Positive
56.1798,9.229105,Positive
57.0342,4.767667,Positive
57.4713,3.050105,Positive
57.9151,1.696927,Positive
59.0551,0.02643919,Positive
59.0551,0.02643919,Positive
58.1395,1.162482,Positive
57.9151,1.696927,Positive
58.8235,0.1553858,Positive
60.4839,1.60314,Negative
60.9756,3.090178,Negative
60.9756,3.090178,Negative
61.4754,5.097166,Negative
61.2245,4.027127,Negative
59.5238,0.09369114,Positive
58.5938,0.3893379,Positive
60,0.6119629,Positive
61.4754,5.097166,Negative
61.7284,6.303492,Negative
61.7284,6.303492,Negative
60.7287,2.283198,Negative
60.7287,2.283198,Negative
60.4839,1.60314,Negative
58.5938,0.3893379,Positive
56.8182,5.757781,Positive
56.391,7.99047,Positive
56.8182,5.757781,Positive
56.8182,5.757781,Positive
56.8182,5.757781,Positive
58.5938,0.3893379,Positive
60.241,1.047029,Negative
59.5238,0.09369114,Positive
58.3658,0.725837,Positive
58.1395,1.162482,Positive
57.6923,2.326881,Positive
56.391,7.99047,Positive
56.6038,6.832713,Positive
56.8182,5.757781,Positive
56.8182,5.757781,Positive
57.4713,3.050105,Positive
59.0551,0.02643919,Positive
59.761,0.2951062,Positive
58.3658,0.725837,Positive
57.0342,4.767667,Positive
58.3658,0.725837,Positive
60.241,1.047029,Negative
60.9756,3.090178,Negative
62.2407,9.138193,Negative
62.2407,9.138193,Negative
61.9835,7.649382,Negative
61.4754,5.097166,Negative
60.4839,1.60314,Negative
60.9756,3.090178,Negative
62.2407,9.138193,Negative
61.2245,4.027127,Negative
58.8235,0.1553858,Positive
58.5938,0.3893379,Positive
59.0551,0.02643919,Positive
58.3658,0.725837,Positive
58.1395,1.162482,Positive
59.0551,0.02643919,Positive
61.2245,4.027127,Negative
62.2407,9.138193,Negative
61.2245,4.027127,Negative
59.5238,0.09369114,Positive
57.6923,2.326881,Positive
57.9151,1.696927,Positive
58.3658,0.725837,Positive
56.8182,5.757781,Positive
57.4713,3.050105,Positive
58.8235,0.1553858,Positive
58.1395,1.162482,Positive
55.9701,10.54671,Positive
53.9568,27.67691,Positive
54.3478,23.71586,Positive
54.7445,20.00946,Positive
54.7445,20.00946,Positive
55.3506,14.95497,Positive
55.9701,10.54671,Positive
58.8235,0.1553858,Positive
61.7284,6.303492,Negative
62.2407,9.138193,Negative
62.2407,9.138193,Negative
61.2245,4.027127,Negative
57.6923,2.326881,Positive
53.1915,36.31545,Positive
52.2648,48.34297,Positive
53.5714,31.8806,Positive
53.5714,31.8806,Positive
53.7634,29.74915,Positive
55.3506,14.95497,Positive
57.0342,4.767667,Positive
57.9151,1.696927,Positive
59.0551,0.02643919,Positive
60.7287,2.283198,Negative
61.7284,6.303492,Negative
