HeartRate,Variance,Label
96.15385,96.182626,Negative
96.15385,96.182626,Negative
96.15385,96.182626,Negative
97.4026,122.2357,Negative
98.03922,136.71792,Negative
97.4026,122.2357,Negative
97.4026,122.2357,Negative
98.03922,136.71792,Negative
97.4026,122.2357,Negative
97.4026,122.2357,Negative
99.33775,168.77066,Negative
100.6711,205.19327,Negative
101.3514,225.1434,Negative
100,186.4161,Negative
98.68421,152.21732,Negative
98.68421,152.21732,Negative
97.4026,122.2357,Negative
95.5414,84.544885,Negative
96.15385,96.182626,Negative
96.15385,96.182626,Negative
96.15385,96.182626,Negative
96.77419,108.73529,Negative
96.15385,96.182626,Negative
98.03922,136.71792,Negative
99.33775,168.77066,Negative
98.68421,152.21732,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
100,186.4161,Negative
100,186.4161,Negative
64.93506,458.45264,Negative
47.7707,1488.0979,Positive
63.02521,543.88592,Negative
94.93671,73.790451,Negative
93.75,54.810746,Negative
93.1677,46.527812,Negative
93.1677,46.527812,Negative
92.59259,39.012773,Negative
93.1677,46.527812,Negative
94.33962,63.888858,Negative
93.75,54.810746,Negative
92.59259,39.012773,Negative
92.59259,39.012773,Negative
93.1677,46.527812,Negative
93.75,54.810746,Negative
94.93671,73.790451,Negative
95.5414,84.544885,Negative
95.5414,84.544885,Negative
95.5414,84.544885,Negative
94.93671,73.790451,Negative
94.93671,73.790451,Negative
96.15385,96.182626,Negative
97.4026,122.2357,Negative
98.68421,152.21732,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
100,186.4161,Negative
100,186.4161,Negative
98.68421,152.21732,Negative
97.4026,122.2357,Negative
95.5414,84.544885,Negative
93.75,54.810746,Negative
92.02454,32.239319,Negative
91.46341,26.182078,Negative
90.36145,16.119211,Negative
89.82036,12.067198,Negative
91.46341,26.182078,Negative
92.02454,32.239319,Negative
92.02454,32.239319,Negative
92.59259,39.012773,Negative
93.1677,46.527812,Negative
93.75,54.810746,Negative
93.75,54.810746,Negative
94.33962,63.888858,Negative
95.5414,84.544885,Negative
96.15385,96.182626,Negative
95.5414,84.544885,Negative
96.15385,96.182626,Negative
96.77419,108.73529,Negative
94.93671,73.790451,Negative
94.33962,63.888858,Negative
95.5414,84.544885,Negative
94.33962,63.888858,Negative
92.59259,39.012773,Negative
92.02454,32.239319,Negative
90.90909,20.816579,Negative
91.46341,26.182078,Negative
93.1677,46.527812,Negative
93.1677,46.527812,Negative
92.59259,39.012773,Negative
92.59259,39.012773,Negative
93.1677,46.527812,Negative
94.93671,73.790451,Negative
95.5414,84.544885,Negative
96.15385,96.182626,Negative
98.03922,136.71792,Negative
98.68421,152.21732,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
100.6711,205.19327,Negative
101.3514,225.1434,Negative
102.0408,246.3093,Negative
102.7397,268.7355,Negative
102.7397,268.7355,Negative
102.0408,246.3093,Negative
100,186.4161,Negative
98.03922,136.71792,Negative
96.15385,96.182626,Negative
94.93671,73.790451,Negative
93.75,54.810746,Negative
91.46341,26.182078,Negative
90.36145,16.119211,Negative
92.02454,32.239319,Negative
94.93671,73.790451,Negative
96.15385,96.182626,Negative
96.77419,108.73529,Negative
99.33775,168.77066,Negative
100.6711,205.19327,Negative
100.6711,205.19327,Negative
101.3514,225.1434,Negative
102.0408,246.3093,Negative
102.7397,268.7355,Negative
102.7397,268.7355,Negative
102.7397,268.7355,Negative
100.6711,205.19327,Negative
96.77419,108.73529,Negative
92.59259,39.012773,Negative
87.2093,0.74430359,Negative
82.87293,12.066202,Negative
82.41758,15.436959,Negative
85.22727,1.2528309,Negative
87.7193,1.8843773,Negative
89.82036,12.067198,Negative
92.59259,39.012773,Negative
95.5414,84.544885,Negative
97.4026,122.2357,Negative
99.33775,168.77066,Negative
100.6711,205.19327,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
100,186.4161,Negative
100,186.4161,Negative
100,186.4161,Negative
100.6711,205.19327,Negative
102.0408,246.3093,Negative
102.0408,246.3093,Negative
100,186.4161,Negative
99.33775,168.77066,Negative
99.33775,168.77066,Negative
98.03922,136.71792,Negative
96.77419,108.73529,Negative
95.5414,84.544885,Negative
